i,j,alpha,beta,loc,scale
21,21,8.385831487562495,37.49670732282655,572.2703826271049,5052.726055656645
21,22,18.900329249065102,2468.7692170251285,247.6032768864609,164814.796457063
21,23,4.9578605163226,10.919805494241743,695.6597256005161,2528.7902132837244
21,24,19.35737489346095,361710559.5597957,291.3513537720919,22391318000.614082
21,25,13.0163353283919,3719300.7259158464,476.2413328604018,282352084.4866272
21,26,7.45761149963651,35.418882623640826,636.3825677880197,4881.415228542208
21,27,6.145892159033561,36.168395231159025,710.4007619111668,5123.32081642439
21,28,15.654999467647288,27084397.959564626,377.15289767675574,1880885502.002831
21,29,9.16080231667507,34.95101349946961,486.4404341063593,4621.364785557269
22,0,8.425394454572714,50.611460222175516,667.8336990114467,6782.082536422378
22,1,6.425329990437406,12.401726472481908,638.1208481706238,2824.667101311433
22,2,22.022507141383176,86045338.39087614,224.64447819004494,5233628402.998266
22,3,8.978758810810643,45.27477617376262,571.7875227193008,6054.863178298741
22,4,42.48440083077047,43296781.74987757,-355.87667600672853,1966732118.9290552
22,5,14.60680250580036,1818.1925014143462,424.6104825164082,146735.6707045344
22,6,12.234695551219268,55.5583333981064,419.9185300795741,6235.758360078096
22,7,16.280487145777634,55040239.6804297,352.5244011135982,4104776925.924225
22,8,7.0165221940702835,61.280320015211856,680.7639857314786,8570.64397978194
22,9,14.653901805583164,1497.1829672705828,382.7559496763302,117479.50288126388
22,10,13.399195525368402,1215441.5859403985,434.59071831040455,100409002.94798347
22,11,11.00041923840232,43.897081314377225,449.95882482212744,5116.735432058943
22,12,27.06966299215533,36078433.78434097,42.68679275151601,1912768077.7315896
22,13,14.144588159879165,3097957.599445693,416.5073648821035,232574299.82811716
22,14,6.732765081562345,28.9740688740428,663.8951799297366,4319.73399778156
22,15,19.507342485267436,50600607.38902469,207.9802547891632,3326624043.4394097
22,16,7.0243075652477085,18.544238235137477,585.6035094568256,3281.605796322828
22,17,19.147042892762357,696.3239944294205,253.30294167315049,46287.89183709159
22,18,17.755099376961596,3418058.3965619393,259.91296165675317,235942415.42892346
22,19,12.428783569525107,62.36164903544061,395.12330593758327,6675.166957780051
22,20,15.743436373444247,177.81261542292714,333.1339537081757,14377.292179135453
22,21,7.470777897998797,40.60354491871192,621.2714394867422,5629.983980984987
22,22,18.642204233454404,15054419.603596587,236.96012453803365,1020812507.8827629
22,23,5.4052905649929475,15.077072531459887,755.5576701930971,2750.7536848636073
22,24,21.377477583698376,745.937564383516,196.80170747159974,46424.1915411997
22,25,14.031245641643446,10987470.2776119,427.7287247572212,816137552.9487028
22,26,6.88697068315135,31.042466250275375,645.4067700930557,4599.9918023287855
22,27,8.87272137331179,28.99411885184305,521.6238216179852,4071.5632854130654
22,28,7.362968697933605,21.869859543067296,577.4769739295182,3529.1152205995277
22,29,9.279483725616267,70.89260034920258,538.7659749900943,7931.568204365318
23,0,13.389160409283374,357.90260311975203,476.82178753022856,32710.348145449876
23,1,17.713179731223086,2989854.250143165,333.9973523454029,213050886.59875435
23,2,16.86353547091186,13819958.020761656,370.46712862623315,985942333.7211239
23,3,14.657662901830125,49222689.98800138,410.8224165794187,3927876209.4141774
23,4,18.63121417240184,215.16312336442792,234.81248287621656,16829.1035470044
23,5,11.69022975510759,2526.574759900172,515.4989418578525,229755.758327045
23,6,19.551211948849073,1285.9302733657828,242.1791226528419,87051.16954289467
23,7,10.640649530298738,63278837.35234343,585.5545796130351,5820554919.870827
23,8,11.49089046813879,319.696010048207,479.1744406721217,31384.740759228487
23,9,13.751248059807757,56.85794339349805,342.05662645700517,6099.766883361714
23,10,12.939407479218113,57578155.08477437,452.19732741383325,4894630837.217106
23,11,9.290593734862721,33.00320598412631,521.2433444024689,4426.478265287282
23,12,7.428103350196064,47.42634203721127,645.1551482586,6204.445038389906
23,13,20.76441701291888,47339.303385977546,217.04332358697098,2858818.2821283946
23,14,14.569180430057273,1441.8633998820092,375.17188143332055,111803.51830796362
23,15,21.725196686451937,308.6512815443341,123.38246248545204,20689.860010203352
23,16,26.55852776627121,7104919.05814112,61.57648217909635,382237870.28639555
23,17,12.26798192845986,142.90349130016259,449.94330926424396,13430.055693677139
23,18,7.870600252918999,23.59702735055996,535.5980364560702,3797.31182965632
23,19,8.50119382728677,29.826942987312233,525.5300217133499,4343.695610923667
23,20,19.91734537575723,14721866.601670753,261.27075399446693,910267406.0440366
23,21,11.126059217777335,43.21626395768726,442.6595041639133,5099.773993806196
23,22,10.848827779088051,50.5667320795405,475.5510277507298,5735.959128027022
23,23,10.389375664251283,61.322250455883065,490.31476213956057,6922.156807970869
23,24,15.462057144933262,869.2833160770572,350.6832195417596,65103.68221684967
23,25,15.812897119560013,1127136.517861104,333.1811747384231,82136473.41055918
23,26,14.436447585882092,1537304.4489031164,366.1020594559982,117711588.1023526
23,27,10.222035526366902,72.18610785587381,484.57568983023924,7909.087465136331
23,28,9.297615123119353,32.31786068373481,485.88293666743704,4324.534565635592
23,29,10.184404052245903,58.00995442596185,489.04988141183156,6560.182731887133
24,0,22.33255505502928,197638243.1074859,232.69632523661087,12449880995.342434
24,1,10.076435706635873,33.37215075863352,482.6590273747968,4777.4376010764145
24,2,17.44359774340296,215.03953784138153,267.0078223505316,17487.90255717499
24,3,19.95322002062758,80602888.67502157,253.31804306058723,5405843982.98726
24,4,59.5389784394611,45277510.6320054,-682.6122353869021,1714820455.3504405
24,5,6.919749267484496,18.040639268694015,632.7732470671483,3414.363221925518
24,6,24.26398470743942,7976.692583415421,138.92497815913856,466851.0068965866
24,7,18.750482702987966,1824304.5324425655,260.553617557417,128100407.97939749
24,8,14.356306823487163,68416073.14263192,372.72831538942523,5743552667.524162
24,9,16.31593744014988,1418.031307437921,393.362273636384,100579.4189526957
24,10,18.806980925381737,2900657.293993093,296.0067386214925,191928833.46463543
24,11,13.53941721259752,788.9997574473673,442.8276037612146,62677.75904366364
24,12,10.305596055108516,65.59242112720482,526.3143993731617,7063.28543266685
24,13,22.278586670163342,858108.0313149143,180.47133548677658,50220575.27636059
24,14,14.124673060811599,275787.05369429453,396.95893341981275,21394905.727017436
24,15,7.816184152344098,22.815743911091516,573.3664325574549,3601.7222718756148
24,16,6.527752738078858,21.63474784055839,657.4663432570163,3684.877810393871
24,17,5.061824407896608,10.599887386985653,706.4288101957952,2494.221015553184
24,18,10.56873724459582,42.40165345887473,418.10747864972603,5415.826533510309
24,19,9.121801043278712,31.826965621487624,529.8551417712264,4368.055719606083
24,20,22.022330926092692,2192574.174232371,135.619117539871,136191388.1365204
24,21,21.645200287206237,402172182.81799126,156.1107982394999,24913993247.30637
24,22,6.245271233689381,17.9786724265408,650.0508236293412,3240.020931542811
24,23,12.930538242308437,61.17633557546944,329.68845152726567,6608.253314168864
24,24,15.110318390909566,113023406.65241271,388.83379865717563,8259312955.400204
24,25,4.843842903678535,13.754808576931245,728.6152454613803,2914.615782589701
24,26,13.854274635588936,352.2507723649419,444.7666501015823,27586.417164117236
24,27,7.550874007634583,26.01478736551009,599.6556255246708,3872.7341374663
24,28,14.615010312599566,302.32518726529884,362.4503037389968,23997.49198888767
24,29,17.12622487526854,24555811.175739728,306.7042364001388,1678949164.9582505
25,0,17.23043771451976,184331175.94965282,400.9726031605095,13391058730.2229
25,1,7.64850587777212,45.449259499443926,690.5855023913323,6260.525600805999
25,2,12.429467419461943,128.5027966749047,461.8306607855837,12681.099179810488
25,3,8.973215933370508,40.19169978497089,582.1554300817625,5518.707571359437
25,4,7.464587769558316,13.12484256669877,554.9096433460327,2819.110480358265
25,5,15.203391731025413,576.4330590132436,358.33051449690583,47692.10833341503
25,6,22.607590839271403,622870623.8321416,193.40584642008054,37229323361.19645
25,7,4.093977042201433,10.15635105112866,812.3599233069231,2596.9460034075382
25,8,11.333234297260098,92815392.12229958,483.49097899561775,8856143687.225674
25,9,13.402360650874595,1923260.4235668608,468.8667930941874,153494547.42246377
25,10,7.095973738341355,22.727440512180173,654.7168318114763,3691.3072499159543
25,11,20.59108242284057,4184745.6103695,240.4894785179943,255985969.9057476
25,12,6.52190342566743,18.863028782917162,638.413723665192,3296.9991189931716
25,13,7.353627983180342,38.00145511399114,623.5707859861216,5325.55196888826
25,14,14.6885947500028,204887636.7804406,368.77238810958977,15418597153.278702
25,15,13.901150957967577,1917375382.4455638,440.88793545730164,145450668262.82556
25,16,14.724631242780127,73.05050818325776,286.6482627464304,7178.427381890541
25,17,20.16460455054487,29472517.765183233,248.64523907276282,1828772766.5447729
25,18,25.191140222789898,35113476.67719911,79.98545283694023,1979052079.7268696
25,19,7.0396277702323165,22.679980207659742,585.6478129214897,3884.3910148385526
25,20,18.77836473947718,808076696.4698927,233.56776028081504,55197315156.24673
25,21,16.10641100972287,2893.9059455614542,371.3854959513685,203048.1203120788
25,22,12.563133518260386,147.9541506278101,448.5153077119551,13673.788324623587
25,23,11.209550713744587,34.555469877117375,417.29446435333836,4368.871493684239
25,24,7.0123240614853355,20.408043521444476,638.8488345773183,3405.5539377763025
25,25,16.272667813347717,48143699.382162474,341.3583414245211,3348847834.165345
25,26,16.038083473939345,249.2273252958663,347.20591725827524,18738.584031836723
25,27,23.769793170425423,358429712.4399707,112.68362083724783,20636498295.696045
25,28,13.895629709781069,8998.422122934768,397.6932689995442,699993.5086509227
25,29,11.797335781596399,112.00345601539956,432.9395108877818,10829.98711252091
26,0,21.535489660129084,1384609032.23425,250.59885572000118,89852859430.43475
26,1,10.718116653038916,28.90581472201133,412.71478512056404,4394.4168599540535
26,2,16.23916199353547,1054.2381750300315,353.9110237829793,80835.64417182279
26,3,13.106357370255207,99747744.12153822,495.6738509711882,8227680269.777383
26,4,10.293790177102931,48.155331683652065,535.1643298284232,5883.736880998418
26,5,17.418969259524353,308830.026748087,369.45477316629365,21681684.078326397
26,6,11.67740503346544,52.887307780356196,431.1953659105468,6119.85943312872
26,7,17.467219593416644,184.13428954473545,274.5237404254136,14892.441376472809
26,8,7.47621794589368,65.01224377651076,660.7921969576189,8841.935904682814
26,9,7.816898736513599,20.09877240530293,568.4328664018462,3511.965154864304
26,10,14.122150834562182,1973.194266275117,402.08490940710374,161832.1331297456
